Year,Date,Bed,Bath,Sqft,price,Address
2021,25-Jun-21,2,3,928,558000,1 2883 E Kent Avenue North
2021,17-Jun-21,2,2,1297,920000,1878 E 51st Avenue
2021,09-Sep-21,2,3,1363,1239900,3996 Dumfries St #11
2021,03-Dec-21,2,1,2387,1999900,1260 E 54th Ave
2021,21-Jan-21,2,1,1204,1998000,3175 Tolmie Street
2021,19-Apr-21,2,1,800,1298000,4935 Moss Street
2021,19-Apr-21,2,2,1820,2680000,4559 W 8th Avenue
2021,16-Jan-21,2,3,1333,2199000,2789 Alamein Avenue
2021,07-Nov-21,3,2,2145,2880000,4049 W 35th Avenue
2021,02-May-21,3,4,2160,2998000,5115 Cypress Street
2021,18-Apr-21,3,3,1109,958000,2294 E 33rd Ave
2021,21-Oct-21,3,3,1267,1688000,3161 Quebec Street
2021,06-Oct-21,3,2,1789,1588000,91 E 57TH AVENUE
2021,16-Aug-21,3,2,3632,3380000,1649 W 69th Avenue
2021,19-Apr-21,3,3,2126,4188000,796 W 42nd Avenue
2021,19-Apr-21,3,2,1626,2250000,6016 Larch Street
2021,16-Jan-21,3,3,1406,1749900,3020 W King Edward Avenue
2021,16-Jan-21,3,2,1775,800000,7375 Pinnacle Court
2021,29-Nov-21,4,2,2038,2690000,3307 GARDEN DRIVE
2021,07-May-21,4,7,5533,9999000,1029 Nanton Avenue
2021,28-Feb-21,4,1,2836,2499000,2296 Cambridge St
2021,04-Mar-21,4,4,1657,1398000,5150 Slocan St
2021,23-Jan-21,4,2,2100,2999990,7441 Granville Street
2021,30-Jul-21,4,4,2922,3680000,4850 COLLINGWOOD STREET
2021,21-Jan-21,4,4,2988,2649900,2534 Parker Street
2021,21-Jan-21,4,4,1935,1699000,5254 Sherbrooke Street
2021,21-Jan-21,4,4,3462,3098000,3287 W 22nd Avenue
2021,21-Jan-21,4,2,1594,1699000,4171 Prince Albert Street
2021,18-Apr-21,5,6,3379,4888000,3263 W 30th Ave
2021,28-Feb-21,5,3,2249,1799000,"1965 E 37th Ave, Vancouver"
2021,04-Jan-21,5,3,2890,1699000,1522 E 54th Ave
2021,02-Jul-21,5,4,3375,3880000,116 W 59th Ave
2021,11-May-21,5,7,3845,3990000,6060 Chancellor Boulevard
2021,22-Dec-21,5,5,9282,6890000,2697 W 35TH AVENUE
2021,21-Jan-21,5,2,2234,1799000,1831 E 3rd Avenue
2021,21-Jan-21,5,4,2216,2098000,3185 E 3rd Avenue
2021,21-Jan-21,5,3,3064,1399000,220 E 58th Avenue
2021,21-Jan-21,5,7,4925,6538000,6311 Larch Street
2021,02-May-21,6,3,2272,1398000,1065 E 56th Avenue
2021,16-Aug-21,6,4,3142,1599000,7750 Munroe Crescent
2021,26-Jan-21,6,5,3456,2899000,297 46th Avenue E
2021,07-Mar-21,6,2,2900,3299000,6650 Oak Street
2021,21-Oct-21,6,7,3287,2649000,1250 Rossland Street
2021,07-Nov-21,6,7,4018,4670000,5718 Wallace Street
2021,21-Jan-21,6,7,6488,9800000,1677 Somerset Crescent
2021,19-Apr-21,6,5,3842,2688000,3465 E 47th Avenue
2021,19-Apr-21,6,3,3406,2990000,2146 W 33rd Avenue
2021,19-Apr-21,6,3,3094,3498000,1648-50 Stephens Street
2021,24-Feb-21,7,5,3099,2599900,3253 E 22nd Avenue
2021,26-Jan-21,7,6,5013,4188000,6822 Fremlin Street
2021,10-Apr-21,7,7,10603,10680000,4289 MARGUERITE STREET
2021,04-Jun-21,7,8,5591,4998000,1030 W 33RD AVENUE
2021,16-Aug-21,7,7,5229,4990000,7298 Beechwood Street
2021,14-Dec-21,7,9,6842,7590000,7111 Arbutus St
2021,21-Jan-21,7,4,2605,1398000,8005 Prince Albert Street
2021,21-Jan-21,7,4,3864,3750000,3250 W 36th Avenue
2021,19-Apr-21,7,5,3990,2350000,6089 Dumfries Street
2021,19-Apr-21,7,4,2750,2088000,3458 W King Edward Avenue
