Year,Date,Bed,Bath,Sqft,price,Address
2018,20-Feb-18,2,2,1254,1690000,#2505 1500 HORNBY STREET
2018,20-Feb-18,2,2,1025,1288000,#2007 838 W HASTINGS STREET
2018,20-Feb-18,2,2,1326,2798000,#2003 1233 W CORDOVA STREET
2018,20-Feb-18,2,2,1455,3650000,#1503 1515 HOMER MEWS
2018,04-Sep-18,2,2,1396,2598000,#602 590 NICOLA STREET
2018,04-Sep-18,2,2,761,899800,#1907 565 SMITHE STREET
2018,04-Sep-18,2,2,901,1450000,#2702 161 WEST GEORGIA
2018,04-Sep-18,2,2,1466,3500000,#3503 1495 RICHARDS STREET
2018,04-Sep-18,2,2,845,1049900,#402 933 Hornby Street
2018,04-Sep-18,2,2,823,948000,#210 6328 Larkin Drive
2018,04-Sep-18,2,2,1050,999900,#108 811 West 7th Avenue 
2018,04-Sep-18,2,2,773,775000,#203 228 East 18th Avenue 
2018,23-Oct-18,2,1,790,539000,#309 1099 E Broadway Avenue 
2018,23-Oct-18,2,2,888,760000,#201 5723 Collingwood Street
2018,23-Oct-18,2,1,913,799900,#317 3150 W 4th Avenue 
2018,23-Oct-18,2,2,932,828000,#910 8538 River District Crossing
2018,23-Oct-18,2,2,1079,1299000,#3203 833 Seymour Street
2018,23-Oct-18,2,2,830,879000,#1205 930 Cambie Street
2018,23-Oct-18,2,2,1047,1589000,#1908 1033 Marinaside Crescent
2018,23-Oct-18,2,2,1145,1399900,#2101 1128 Quebec Street
2018,04-Sep-18,3,2,1389,1298000,#1306 120 MILROSS AVENUE
2018,23-Oct-18,3,2,1641,2399800,#1101 1860 Robson Street
2018,26-Feb-18,3,2,1525,1378000,#1001 1177 PACIFIC BOULEVARD
2018,26-Feb-18,3,2,1193,1199000,#2C 199 DRAKE STREET
2018,26-Feb-18,3,3,1989,4188000,#PH3 980 COOPERAGE WAY
2018,26-Feb-18,3,4,2183,6380000,#501 1515 HOMER MEWS
2018,26-Feb-18,3,4,2477,3988000,#PH1 907 BEACH AVENUE
2018,26-Feb-18,3,3,2812,8200000,#302 426 BEACH CRESCENT
2018,26-Feb-18,3,4,2541,6380000,#102 1515 HOMER MEWS
2018,26-Feb-18,3,3,2600,5988000,#2500 1280 RICHARDS STREET
2018,26-Feb-18,3,4,4949,6891000,#PH601 499 DRAKE STREET
2018,26-Feb-18,3,3,2510,3780000,#2902 388 DRAKE STREET
2018,26-Feb-18,3,2,1066,1598000,#308 980 COOPERAGE WAY
2018,26-Feb-18,3,2,1866,3988000,#801 1383 MARINASIDE
2018,26-Feb-18,3,4,3720,8888000,#3401 499 PACIFIC STREET
2018,26-Feb-18,3,3,1659,1899900,#360 SMITHE STREET
2018,26-Feb-18,3,4,3532,5388000,#701 1012 BEACH AVENUE
2018,26-Feb-18,3,3,1570,3950000,#4603 1480 HOWE STREET
2018,12-Jan-18,3,3,1429,2878900,#904 885 CAMBIE STREET
2018,12-Jan-18,3,2,1514,2280000,#2604 788 RICHARDS STREET
2018,16-Mar-18,3,4,2698,5238800,#5701 1290 BURRARD STREET
2018,16-Mar-18,3,3,1764,1699900,#1103 1010 HOWE STREET
2018,04-Sep-18,3,2,980,1149800,#3007 233 ROBSON STREET
2018,04-Sep-18,3,2,1355,3116500,#3301 1308 HORNBY STREET
2018,04-Sep-18,3,2,1554,2999000,#PH2 969 RICHARDS STREET
2018,04-Sep-18,3,3,1523,2888000,#1478 SEYMOUR MEWS
2018,04-Sep-18,3,3,1467,1990000,#2103 212 DAVIE STREET
2018,04-Sep-18,3,2,1293,2390000,#2101 8 SMITHE MEWS
2018,04-Sep-18,3,4,4996,11688000,#4701 938 NELSON STREET
2018,04-Sep-18,3,5,2739,8480000,#5701 1480 HOWE STREET
2019,17-Apr-19,1,1,555,598000,#1408 1295 Richards Street
2019,17-Apr-19,1,1,450,400000,#202 2234 Prince Albert Street
2019,17-Apr-19,1,1,723,769000,#1906 33 Smithe Street
2019,17-Apr-19,1,1,461,546000,#503 433 Marine Drive SW
2019,17-Apr-19,1,1,603,678000,#202 1331 Alberni Street
2019,17-Apr-19,1,1,612,789000,#1809 1133 Hornby Street
2019,17-Apr-19,1,1,717,858000,#3003 193 Aquarius Mews
2019,17-Apr-19,1,1,658,662900,#406 495 6thAvenue W
2019,17-Apr-19,1,1,450,438000,#662 955 Hastings Street
2019,22-Feb-19,1,1,688,790000,#1706 888 Homer Street
2019,22-Feb-19,1,1,629,688888,#PH17 3479 Westbrook Mall
2019,22-Feb-19,1,1,566,698000,#1107 1166 Melville Street
2019,22-Feb-19,1,1,588,458000,#501 5288 Melbourne Street
2019,22-Feb-19,1,1,581,678900,#217 311 16th Avenue E
2019,23-Apr-19,1,1,527,649900,#306 138 1st Avenue W
2019,23-Apr-19,1,1,460,499000,#206 1661 Quebec Street
2019,23-Apr-19,1,1,616,699800,#602 5981 Gray Avenue
2019,23-Apr-19,1,1,574,679000,#1703 1288 Georgia Street W
2019,23-Apr-19,1,1,537,499900,#1009 5470 Ormidale Street
2019,23-Apr-19,1,1,816,1189000,#303 1477 Pender Street W
2019,30-Jan-19,1,1,613,385000,#210 2004 Fullerton Avenue
2019,01-Mar-19,1,1,766,568900,#108 3602 Aldercrest Drive
2019,04-May-19,1,1,689,680000,#302 701 W Victoria Park
2019,05-Jul-19,1,1,819,524000,#506 1500 Ostler Court
2019,04-Sep-19,1,1,737,449900,#417 580 Raven Woods Drive
2019,12-Nov-19,1,1,628,679000,#105 1591 Bowser Avenue
2019,12-Nov-19,1,1,602,625000,#1201 680 Seylynn Crescent
2019,12-Nov-19,1,1,629,409001,#303 275 W 2nd Street
2019,12-Nov-19,1,1,754,698800,#611 733 W 3rd Street
2019,01-Dec-19,1,1,554,494900,#114 2035 Glenaire Drive
2019,17-Apr-19,2,2,907,929000,#1807 188 Keefer Street
2019,17-Apr-19,2,3,1927,3618000,#3504 838 Hastings Street W
2019,17-Apr-19,2,1,858,688000,#201 1176 6th Avenu W
2019,17-Apr-19,2,2,1375,1798800,#706 1383 Marinaside Crescent 
2019,17-Apr-19,2,2,1119,1468000,#408 181 1st Avenue W
2019,17-Apr-19,2,2,830,838000,#1505 1060 Alberni Street
2019,17-Apr-19,2,2,1146,1788888,#2208 1111 Alberni Street
2019,17-Apr-19,2,2,1778,2599800,#201 170 Athletes Way
2019,17-Apr-19,2,2,811,889000,#318 159 2nd Avenue
2019,17-Apr-19,2,2,1452,3299000,#901 1550 Alberni Street
2019,17-Apr-19,2,2,823,699000,#102 1205 14th Avenue W
2019,17-Apr-19,2,2,1130,1250000,#606 1450 Pennyfarthing Drive
2019,17-Apr-19,2,2,1084,925000,#101 1860 6th Avenue W
2019,22-Feb-19,2,3,2529,8890000,#301 1169 Cordova Street W
2019,22-Feb-19,2,2,1254,1099000,#709 1445 Marpole Avenue
2019,22-Feb-19,2,2,1115,1095000,#309 2828 Yew Street
2019,22-Feb-19,2,1,617,699900,#2007 1331 Georgia Street W
2019,22-Feb-19,2,1,816,849000,#1906 111 Georgia Street W
2019,23-Apr-19,2,2,953,748000,#303 838 16th Avenue W
2019,23-Apr-19,2,2,1087,950000,#102 5639 Hampton Place
2019,30-Jan-19,2,2,1120,1099000,#308 175 W 1st Street
2019,01-Mar-19,2,2,862,759000,#602 160 W Keith Road
2019,04-May-19,2,2,1389,832500,#106 3690 Banff Court
2019,05-Jul-19,2,1,753,598800,#201 1629 Garden Avenue
2019,04-Sep-19,2,2,1287,1648000,#1804 135 E 17th Street
2019,12-Nov-19,2,2,1153,775000,#904 1327 E Keith Road
2019,12-Nov-19,2,1,817,649000,#106 150 W 22nd Street
2019,12-Nov-19,2,2,1239,1099900,#18 237 Ridgeway Avenue
2019,12-Nov-19,2,2,1354,859900,#1106 33 Chesterfield Place
2019,01-Dec-19,2,2,892,949000,#1402 112 E 13th Street
2019,04-Sep-19,3,2,1259,1299000,#524 255 W 1st Street
2019,01-Dec-19,3,2,1302,929900,#128 2035 Glenaire Drive
2019,15-Nov-19,3,3,1805,2288000,#301 2687 Maple Street
2019,14-May-19,3,2,1457,1748000,#1806 1128 Quebec Street
2019,17-Jul-19,3,3,1855,1698000,#1801 909 Burrard Street
2019,22-Jul-19,3,2,1123,1409900,#105 633 W King Edward Avenue
2019,22-Jul-19,3,2,1182,1584900,#305 633 W King Edward Avenue
2019,09-Feb-19,3,2,1275,1888000,#903 1211 Melville Street
2019,17-Feb-19,3,2,1209,1188000,#B110 1331 Homer Street
2019,17-Feb-19,3,2,985,998000,#315 5981 Gray Avenue
2019,15-Nov-19,3,3,1663,1075000,#12 901 West 17 Street
2019,11-Jan-19,3,4,2600,14500000,#702 277 THURLOW STREET
2019,11-Jan-19,3,4,3071,11988000,#2201 1328 MARINASIDE CRESCENT
2019,11-Jan-19,3,4,3043,9380000,#2401 1233 W CORDOVA STREET
2019,11-Jan-19,3,4,3050,8688900,#5601 1480 HOWE STREET 
2019,14-Mar-19,3,4,2952,9980000,#2102 323 JERVIS STREET
2019,14-Mar-19,3,4,4623,9800000,#PH2501 1020 HARWOOD STREET
2019,25-Apr-19,3,4,4381,12500000,#602 151 ATHLETES WAY
2019,25-Apr-19,3,4,3647,11288000,#1901 1233 W CORDOVA STREET
2019,23-Oct-19,3,4,3646,16900000,#3601 1499 W PENDER STREET
2019,23-Oct-19,3,4,3278,11880000,#PH3801 1211 MELVILLE STREET 
2019,23-Oct-19,3,4,3300,10900000,#2001 1169 W CORDOVA STREET
2019,23-Oct-19,3,4,3366,10880000,#302 277 THURLOW STREET
2019,06-Aug-19,3,3,2813,7595000,#3 1483 BEACH AVENUE
2019,06-Aug-19,3,4,2788,6888000,#203 426 BEACH CRESCENT
2019,06-Aug-19,3,4,2266,6380000,#1001 628 KINGHORNE MEWS
2019,27-Dec-19,3,2,1267,1895000,#2505 1201 Marinaside Crescent
2019,27-Dec-19,3,4,3088,6499000,#4601 1372 Seymour street
2019,27-Dec-19,3,4,4949,4998000,#Ph601 499 Drake Street
2019,27-Dec-19,3,3,2567,7500000,#3101 1281 West Cordova Street
2020,18-Mar-20,1,1,573,699000,#2508 777 Richards Street
2020,18-Mar-20,1,1,695,448000,#302 8430 Jellicoe Street
2020,18-Mar-20,1,1,439,599000,#2205 5058 Joyce Street
2020,07-May-20,1,1,621,684000,#208 4083 Cambie Street
2020,07-May-20,1,1,540,649000,#1801 1155 Seymour Street
2020,07-May-20,1,1,769,599900,#117 1235 W 15th Avenue
2020,12-May-20,1,1,465,559900,#503 111 E 1st Avenue
2020,12-May-20,1,2,835,875000,#804 1238 Richards Street
2020,30-May-20,1,1,795,1048800,#2305 1372 Seymour Street
2020,30-May-20,1,1,673,650000,#308 2490 W 2nd Avenue
2020,22-Jun-20,1,1,646,659000,#1904 128 W Cordova Street
2020,10-Aug-20,1,1,610,729000,#603 1372 Seymour Street
2020,10-Aug-20,1,1,500,349900,#103 29 Templeton Drive
2020,12-Aug-20,1,1,727,739000,#1803 1725 Pendrell Street
2020,19-Sep-20,1,1,740,589000,#232 4550 Fraser Street
2020,19-Sep-20,1,1,603,569000,#902 1212 Howe Street
2020,01-Oct-20,1,1,748,649000,#203 755 W 15th Avenue
2020,12-Nov-20,1,1,551,599000,#1001 1133 Hornby Street
2020,12-Nov-20,1,1,569,559000,#316 2220 Kingsway
2020,30-Jan-20,1,1,647,599900,#503 124 W 1st Street
2020,13-May-20,1,1,661,535000,#304 3732 Mt Seymour Parkway
2020,15-Aug-20,1,1,574,559000,#1809 1550 Fern Street
2020,15-Aug-20,1,1,612,678000,#309 747 E 3rd Street
2020,19-May-20,1,1,727,749000,#211 36 WATER STREET 
2020,19-Sep-20,1,2,848,599000,#112 10 Renaissance Square
2020,20-Oct-20,1,1,656,588000,#402 160 W 3rd Street
2020,02-Dec-20,1,1,436,349000,#606 138 East Hastings Street
2020,02-Dec-20,1,1,758,549900,#205 8915 Hudson Street
2020,02-Dec-20,1,1,706,820000,#505 1009 Harwood Street
2020,02-Dec-20,1,1,544,515000,#714 1330 Burrard Street
2020,18-Mar-20,2,2,981,845000,#104 997 W 22nd Avenue
2020,18-Mar-20,2,2,1012,1029000,#2003 233 Robson Street
2020,07-May-20,2,2,880,699000,#701 3581 E Kent North Avenue
2020,07-May-20,2,2,826,799000,#305 1775 Quebec Street
2020,12-May-20,2,2,1308,2188000,#2207 198 Aquarius Mews
2020,12-May-20,2,2,948,989900,#109 2028 W 11th Avenue
2020,12-May-20,2,2,1251,1149900,#905 1255 Main Street
2020,30-May-20,2,2,767,998000,#1207 535 Smithe Street
2020,22-Jun-20,2,2,918,669900,#901 3281 E Kent Avenue North
2020,22-Jun-20,2,2,1029,848000,#513 8508 Rivergrass Drive
2020,12-Aug-20,2,2,1080,879000,#301 874 W 6th Avenue
2020,12-Aug-20,2,1,678,579990,#102 29 Templeton Drive
2020,12-Aug-20,2,2,939,825000,#907 3451 Sawmill Crescent
2020,12-Aug-20,2,2,1010,1199000,#1409 108 W Cordova Street
2020,12-Aug-20,2,2,1252,1749900,#103 388 Drake Street
2020,12-Aug-20,2,2,1013,799000,#101 1535 Nelson Street
2020,12-Aug-20,2,2,781,809000,#411 2477 Carolina Street
2020,19-Sep-20,2,2,1283,1149000,#205 4900 Cartier Street
2020,01-Oct-20,2,2,891,688000,#310 6279 Eagles Drive
2020,01-Oct-20,2,2,1040,799900,#902 3281 E Kent Avenue North
2020,30-Jan-20,2,2,874,537200,#311 960 Lynn Valley Road
2020,13-May-20,2,2,1077,1148800,#806 158 W 13th Street
2020,15-Aug-20,2,2,897,1188000,#214 3220 Connaught Crescent
2020,15-Aug-20,2,2,1081,1089000,#505 2785 Library Lane
2020,19-May-20,2,2,1524,1225000,#402 3755 W 8TH AVENUE 
2020,19-Sep-20,2,3,1395,1858000,#3904 1189 Melville Street
2020,20-Oct-20,2,2,985,839000,#208 277 W 1st Street
2020,02-Dec-20,2,2,770,848000,#507 5058 JOYCE STREET 
2020,02-Dec-20,2,2,901,699000,#905 1570 W 7TH AVENUE 
2020,02-Dec-20,2,2,996,989000,#315 2175 W 3rd Avenue
2020,18-Sep-20,3,4,3127,4150000,#2201 1372 SEYMOUR STREET
2020,18-Sep-20,3,3,1266,899000,#TH9 63 KEEFER PLACE
2020,18-Sep-20,3,3,2368,4480000,#PH3603 838 W HASTINGS
2020,18-Sep-20,3,2,916,1198000,#2904 1283 HOWE STREET
2020,18-Sep-20,3,3,1610,3989900,#3701 1335 HOWE STREET
2020,18-Sep-20,3,3,1821,2398000,#3104 867 HAMILTON STREET
2020,18-Sep-20,3,3,2888,5380000,#PH3604 838 W HASTINGS
2020,18-Sep-20,3,4,2112,3880000,#3903 667 HOWE STREET
2020,18-Sep-20,3,3,1452,1499000,#225 188 KEEFER PLACE
2020,18-Sep-20,3,2,1131,1199900,#1709 788 HAMILTON STREET
2020,18-Sep-20,3,2,1096,1289900,#2801 1189 HOWE STREET
2020,18-Sep-20,3,3,1429,2988900,#904 885 CAMBIE STREET
2020,18-Sep-20,3,3,2006,2499800,#201 888 HAMILTON STREET
2020,18-Sep-20,3,4,1926,5350000,#5701 1289 HORNBY STREET
2020,18-Sep-20,3,4,2240,3880000,#PH2015 68 SMITHE STREET
2020,18-Sep-20,3,3,1393,1875000,#2008 1351 CONTINENTAL
2020,18-Sep-20,3,3,1720,2519900,#1004 1335 HOWE STREET
2020,18-Sep-20,3,4,2819,4998000,#PH1 777 RICHARDS STREET
2020,18-Sep-20,3,2,1480,1498800,#306 283 DAVIE STREET
2020,18-Sep-20,3,2,1302,1750000,#502 1199 MARINASIDE
2020,18-Sep-20,3,3,1607,3899000,#3502 499 PACIFIC STREET
2020,18-Sep-20,3,4,2185,6188000,#1801 1515 HOMER MEWS
2020,18-Sep-20,3,3,1450,1698000,#PH2 907 BEACH AVENUE
2020,03-Dec-20,3,2,1565,1550000,#203 1860 Robson Street
2020,03-Dec-20,3,3,1371,2988000,#2418 89 Nelson Street
2020,03-Dec-20,3,2,1159,1319000,#2704 1200 Alberni Street
2020,03-Dec-20,3,3,1956,2789000,#1402 1661 Ontario Street
2020,03-Dec-20,3,2,877,830000,#203 4882 Slocan Street
2020,03-Dec-20,3,2,1302,1699000,#1509 3487 Binning Road
2020,03-Dec-20,3,2,1455,3289000,#2203 620 Cardero Street
2021,23-Jan-21,1,1,597,599000,#317 618 ABBOTT STREET
2021,23-Jan-21,1,1,534,500000,#617 5470 Ormidale Street
2021,23-Jan-21,1,1,436,349000,#606 138 East Hastings Street
2021,26-Jan-21,1,1,444,660000,#205 4488 CAMBIE STREET
2021,26-Jan-21,1,1,801,660000,#404 560 RAVEN WOODS DRIVE
2021,02-Mar-21,1,1,559,510000,#303 3939 Knight Street
2021,02-Mar-21,1,1,752,775000,#2311 788 Hamilton Street
2021,02-Mar-21,1,1,741,1188000,#1107 455 Beach Crescent
2021,11-Apr-21,1,1,588,448000,#401 5288 MELBOURNE STREET
2021,11-Apr-21,1,1,713,849000,#305 2035 W 4TH AVENUE
2021,11-Apr-21,1,1,803,758800,#302 1166 W 6 AVENUE
2021,02-May-21,1,1,801,874000,#802 728 W 8th Avenue
2021,02-May-21,1,1,617,779900,#1907 788 Richards Street
2021,06-May-21,1,2,1372,1198000,#207 55 E Cordova Street
2021,04-Jun-21,1,1,566,622500,#503 251 E 7TH AVENUE 
2021,04-Jun-21,1,1,663,599910,#202 1977 STEPHENS STREET 
2021,17-Jun-21,1,1,613,898000,#2204 555 JERVIS STREET 
2021,07-Jul-21,1,1,585,325000,#1004 1850 Comox St
2021,13-Jul-21,1,2,916,689000,#506 3281 EAST KENT AVE N
2021,06-Aug-21,1,1,721,788000,#701 1005 Beach Avenue
2021,16-Aug-21,1,1,598,823000,#180 E 2ND AVENUE 630
2021,08-Sep-21,1,1,607,799800,#2603 1328 W Pender St 
2021,17-Sep-21,1,1,557,668800,#1106 161 W GEORGIA STREET
2021,17-Oct-21,1,1,596,625000,#206 2288 Laurel Street
2021,21-Oct-21,1,1,628,678000,#203 2983 W 4th Ave 
2021,07-Nov-21,1,1,680,629900,#201 1280 Nicola Street
2021,29-Nov-21,1,1,606,589900,#316 1550 BARCLAY STREET
2021,17-Dec-21,1,1,547,629000,#317 1238 Seymour St 
2021,17-Dec-21,1,1,809,899900,#909 2770 Sophia St 
2021,18-Dec-21,1,2,710,899000,#1021 180 E 2nd Avenue
2021,23-Jan-21,2,1,631,599000,#704 989 NELSON STREET 
2021,23-Jan-21,2,2,988,1228000,#205 5058 CAMBIE STREET 
2021,26-Jan-21,2,2,1220,948000,#900 1570 7th Avenue W
2021,26-Jan-21,2,2,1241,2450000,#1604 1233 Cordova Street W
2021,26-Jan-21,2,3,2193,6288000,#1503 1560 Homer Mews
2021,04-Mar-21,2,2,1045,1249000,#1404 1055 Homer Street
2021,04-Mar-21,2,2,837,878000,#304  1630 W 1st Avenue
2021,04-Mar-21,2,3,1593,2998000,#5505 1480 HOWE STREET
2021,11-Apr-21,2,3,1395,1858000,#3904 1189 MELVILLE STREET
2021,11-Apr-21,2,2,916,928000,#1906 1155 Seymour Street
2021,27-Apr-21,2,3,875,778000,#709 3588 Crowley Drive
2021,02-May-21,2,2,1130,1138880,#404 1502 Island Park Walk
2021,06-May-21,2,2,775,699000,#304 3581 E Kent Avenue North
2021,06-May-21,2,2,870,1089000,#701 2483 Spruce Street
2021,04-Jun-21,2,2,1030,1198000,#802 3533 ROSS DRIVE 
2021,04-Jun-21,2,2,1046,1398000,#2404 1055 HOMER STREET 
2021,25-Jun-21,2,2,769,758000,#602 8031 Nunavut Lane
2021,13-Jul-21,2,1,617,738000,#504 5058 Joyce St
2021,13-Jul-21,2,2,958,918000,#3302 5665 Boundry Rd
2021,06-Aug-21,2,2,872,585000,#107 2965 HORLEY STREET 
2021,24-Aug-21,2,3,1940,2180000,#1001 2150 W 40th Ave 
2021,08-Sep-21,2,2,980,1268800,#402 1088 W 14th Ave 
2021,20-Sep-21,2,2,1429,1199000,#PH4 1950 ROBSON STREET
2021,07-Oct-21,2,2,1258,1749000,#1004 1616 BAYSHORE DRIVE
2021,17-Oct-21,2,3,2611,2248000,#2301 738 Broughton Street
2021,07-Nov-21,2,1,754,799000,#1805 668 Citadel Parade
2021,29-Nov-21,2,1,1070,898000,#102 2577 WILLOW STREET
2021,18-Dec-21,2,3,1659,4360000,#1402 1688 Pullman Porter Street
2021,18-Dec-21,2,2,990,2100000,#1413 1768 Cook Street
2021,22-Dec-21,2,3,2371,3288000,#501 1510 W 6TH AVENUE
2021,23-Jan-21,3,2,1455,3499000,#2203 620 Cardero Street
2021,23-Jan-21,3,2,1428,1149900,#305 1128 QUEBEC STREET 
2021,24-Jan-21,3,3,1468,1468000,#223 618 W 45th Avenue
2021,24-Jan-21,3,4,3050,6488000,#5601 1480 Howe Street
2021,02-Mar-21,3,2,955,850900,#306 4933 Clarendon Street
2021,04-Mar-21,3,2,885,918800,#1910 1082 SEYMOUR STREET
2021,04-Mar-21,3,3,2897,5175000,#PH3603 688 ABBOTT STREET
2021,11-Apr-21,3,2,1389,1298000,#1306 120 Milross Avenue
2021,11-Apr-21,3,2,1515,2288000,#1103  560 Cardero Street
2021,19-Apr-21,3,2,1460,2579000,#2705 918 Cooperage Way
2021,19-Apr-21,3,2,1267,1869000,#2205 1201 Marinaside Crescent
2021,06-May-21,3,2,1423,1148000,#206 1159 Main Street
2021,07-May-21,3,3,1763,1599000,#1103 1010 HOWE STREET
2021,07-May-21,3,3,2478,3600000,#PH4 1102 HORNBY STREET
2021,07-May-21,3,4,2240,3788000,#PH2015 68 SMITHE STREET
2021,15-Jun-21,3,2,1032,1056000,#315 6033 GRAY AVENUE 
2021,17-Jun-21,3,2,1382,1659000,#203 120 MILROSS AVENUE 
2021,25-Jun-21,3,2,1095,1469900,#503 488 W 58th Ave 
2021,07-Jul-21,3,2,1152,1229000,#602 633 Abbott St 
2021,13-Jul-21,3,2,959,1188000,#501 5058 Joyce St
2021,06-Aug-21,3,3,1288,2580000,#2607 1111 RICHARDS STREET 
2021,24-Aug-21,3,4,1802,2899000,#3401 1189 Melville St 
2021,08-Sep-21,3,2,1150,1399000,#8B 199 Drake St 
2021,20-Sep-21,3,4,2747,7398000,#4502 1128 W GEORGIA STREET
2021,17-Oct-21,3,1,678,699000,#607 31888 Riverwalk Avenue
2021,28-Oct-21,3,2,1485,1690000,#1910 110 SWITCHMEN STREET
2021,03-Nov-21,3,5,5100,22000000,#2200 1169 W Cordova St 
2021,07-Nov-21,3,2,1345,2500000,#1802 1708 Ontario Street
2021,18-Dec-21,3,2,1358,1299900,#207 444 W 49th Avenue
2021,18-Dec-21,3,4,4778,9988800,#701 151 Athletes Way
